DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
20051017,1.29163,1.30598,1.29163,1.29838,354113.475
20051018,1.29815,1.30715,1.29296,1.29447,348915.097
20051019,1.29421,1.29864,1.28679,1.28746,353391.72
20051020,1.28757,1.29572,1.28036,1.29213,351357.275
20051023,1.29242,1.29508,1.28325,1.2867,349270.423
20051024,1.28628,1.29375,1.27428,1.27605,349887.875
20051025,1.27581,1.28368,1.27281,1.28268,352084.5
20051026,1.28277,1.28481,1.26967,1.27252,348488.001
20051027,1.27229,1.28258,1.26934,1.28016,352181.075
20051030,1.28078,1.29248,1.27783,1.28835,346394.476
20051031,1.28823,1.29206,1.28575,1.28781,355187.48
20051101,1.28778,1.28896,1.27592,1.27775,355359.821
20051102,1.27755,1.2935,1.27716,1.29195,349866.2773
